Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Timestamp
Magma Elemental,Elemental,5,Rank 0,5d2+3,9.51,10.82,10.94,2024-07-05 09:30:11
Silver Faerie,Fey,2,Rank 2,2d6+1,12.6,10.02,11.47,2024-07-05 09:30:11
Pseudodragon,Dragon,13,Rank 0,13d2+2,25.26,26.66,26.06,2024-07-05 09:30:11
Pit Fiend,Demonic,3,Rank 1,3d4+1,12.11,12.98,11.28,2024-07-05 09:30:11
Succubus,Devilkin,4,Rank 0,4d2+2,8.93,8.64,7.99,2024-07-05 09:30:11
Wyvern,Dragon,2,Rank 3,2d8+2,18.61,19.39,18.68,2024-07-05 09:30:11
Djinni,Elemental,6,Rank 3,6d8+2,46.8,49.21,44.6,2024-07-05 09:30:11
Imp,Demonic,14,Rank 1,14d4+4,55.85,57.29,56.81,2024-07-05 09:30:11
Spore Devil,Devilkin,9,Rank 1,9d4,35.37,37.27,34.67,2024-07-05 09:30:11
Poltergeist,Undead,15,Rank 0,15d2+4,30.87,29.74,30.28,2024-07-05 09:30:11
Magma Archfey,Fey,6,Rank 2,6d6+1,34.79,37.27,37.4,2024-07-05 09:30:11
Faerie Dragon,Dragon,14,Rank 1,14d4,55.36,56.69,55.82,2024-07-05 09:30:11
Balor,Demonic,7,Rank 1,7d4+2,28.81,28.38,28.36,2024-07-05 09:30:11
Kobold Knight,Devilkin,2,Rank 1,2d4+1,8.3,7.51,9.49,2024-07-05 09:30:11
Emerald Wyrmling,Dragon,8,Rank 1,8d4+2,31.49,32.13,30.22,2024-07-05 09:30:11
Quasit,Demonic,3,Rank 2,3d6+2,17.88,15.6,18.37,2024-07-05 09:30:11
Shadow Devil,Devilkin,4,Rank 0,4d2,8.64,7.68,7.57,2024-07-05 09:30:11
Wraith,Undead,5,Rank 3,5d8+4,43.42,39.0,38.98,2024-07-05 09:30:11
Steam Mephit,Elemental,3,Rank 1,3d4,12.79,12.08,13.42,2024-07-05 09:30:11
Platinum Archfey,Fey,12,Rank 4,12d10,116.81,116.49,121.77,2024-07-05 09:30:11
Wight,Undead,9,Rank 0,9d2+1,17.1,17.04,18.38,2024-07-05 09:30:11
Bronze Faerie,Fey,6,Rank 3,6d8+2,46.71,51.83,48.14,2024-07-05 09:30:11
Sapphire Drake,Dragon,5,Rank 2,5d6,30.49,30.15,32.87,2024-07-05 09:30:11
Ice Elemental,Elemental,3,Rank 1,3d4,12.75,10.37,13.79,2024-07-05 09:30:11
Pit Lord,Devilkin,2,Rank 3,2d8,16.22,16.89,15.3,2024-07-05 09:30:11
Dust Mephit,Elemental,9,Rank 3,9d8,73.02,71.57,70.65,2024-07-05 09:30:11
Spore Spirit,Fey,7,Rank 4,7d10+2,73.18,72.32,67.05,2024-07-05 09:30:11
Pseudodragon,Dragon,10,Rank 4,10d10+3,101.38,99.88,97.72,2024-07-05 09:30:11
Wraith,Undead,11,Rank 2,11d6+2,66.14,67.36,66.6,2024-07-05 09:30:11
Efreeti,Elemental,4,Rank 1,4d4+3,15.05,16.06,17.06,2024-07-05 09:30:11
Platinum Faerie,Fey,4,Rank 0,4d2+2,8.12,8.68,7.64,2024-07-05 09:30:11
Mummy,Undead,5,Rank 0,5d2+3,10.68,10.43,10.13,2024-07-05 09:30:11
Quasit,Demonic,7,Rank 2,7d6+4,43.31,42.45,40.9,2024-07-05 09:30:11
Wyvern,Dragon,10,Rank 0,10d2,19.77,20.7,20.62,2024-07-05 09:30:11
Efreeti,Elemental,14,Rank 2,14d6+4,85.91,86.71,82.33,2024-07-05 09:30:11
Imp,Demonic,12,Rank 2,12d6+2,69.1,72.78,70.79,2024-07-05 09:30:11
Kobold Archer,Devilkin,4,Rank 1,4d4+4,15.04,17.58,16.63,2024-07-05 09:30:11
Ruby Wyrmling,Dragon,2,Rank 3,2d8+1,12.38,15.08,15.6,2024-07-05 09:30:11
Imp,Demonic,10,Rank 0,10d2+3,20.96,20.99,20.0,2024-07-05 09:30:11
Blue Dragon,Dragon,16,Rank 0,16d2,32.39,32.17,31.75,2024-07-05 09:30:11
Efreeti,Elemental,10,Rank 2,10d6+2,59.62,58.28,62.91,2024-07-05 09:30:11
Balor,Demonic,5,Rank 2,5d6+1,31.58,32.49,28.65,2024-07-05 09:30:11
Pit Lord,Devilkin,3,Rank 1,3d4,10.32,12.15,11.19,2024-07-05 09:30:11
Efreeti,Elemental,4,Rank 1,4d4+1,16.47,15.76,16.86,2024-07-05 09:30:11
Night Hag,Demonic,3,Rank 0,3d2,6.74,6.96,6.82,2024-07-05 09:30:11
Goblin Mage,Devilkin,7,Rank 0,7d2+2,13.41,13.78,14.8,2024-07-05 09:30:11
Lich,Undead,12,Rank 4,12d10,117.51,118.94,117.31,2024-07-05 09:30:11
Imp,Demonic,8,Rank 2,8d6+2,50.87,46.91,49.88,2024-07-05 09:30:11
Kobold Knight,Devilkin,6,Rank 0,6d2+1,11.11,12.62,11.68,2024-07-05 09:30:11
Vampire,Undead,2,Rank 1,2d4+2,8.7,6.09,9.01,2024-07-05 09:30:11
Imp,Demonic,2,Rank 3,2d8+3,12.25,18.5,19.74,2024-07-05 09:30:11
Black Faerie,Fey,1,Rank 4,1d10,8.47,11.95,9.54,2024-07-05 09:30:11
Kobold Archer,Devilkin,3,Rank 2,3d6,17.76,17.87,19.82,2024-07-05 09:30:11
Magma Mephit,Elemental,12,Rank 0,12d2+2,24.92,23.12,23.53,2024-07-05 09:30:11
Shadow Archfey,Fey,11,Rank 2,11d6,68.27,65.07,65.73,2024-07-05 09:30:11
Zombie Mage,Undead,14,Rank 2,14d6+2,83.35,82.55,84.5,2024-07-05 09:30:11
Hook Horror,Demonic,9,Rank 4,9d10+4,86.4,92.17,86.81,2024-07-05 09:30:11
Spore Devil,Devilkin,13,Rank 1,13d4+4,50.81,51.18,53.63,2024-07-05 09:30:11
Ruby Drake,Dragon,10,Rank 2,10d6+1,58.56,59.43,62.37,2024-07-05 09:30:11
Flame Mephit,Elemental,19,Rank 1,19d4+2,75.73,75.73,75.88,2024-07-05 09:30:11
Sapphire Archfey,Fey,4,Rank 1,4d4+2,15.48,16.2,14.93,2024-07-05 09:30:11
Shadow Devil,Devilkin,6,Rank 1,6d4,24.56,25.7,23.9,2024-07-05 09:30:11
Demilich,Undead,11,Rank 1,11d4+3,45.64,42.38,42.25,2024-07-05 09:30:11
Quasit,Demonic,3,Rank 2,3d6+1,19.69,16.31,16.9,2024-07-05 09:30:11
Green Faerie,Fey,1,Rank 5,1d12+2,11.4,6.66,10.3,2024-07-05 09:30:11
Copper Wyrmling,Dragon,4,Rank 3,4d8+2,30.28,31.13,30.19,2024-07-05 09:30:11
Banshee,Undead,6,Rank 0,6d2+1,12.94,12.67,11.13,2024-07-05 09:30:11
Imp,Demonic,2,Rank 0,2d2+2,4.32,3.51,4.27,2024-07-05 09:30:11
Onyx Faerie,Fey,5,Rank 2,5d6+2,29.63,31.58,28.24,2024-07-05 09:30:11
Demilich,Undead,4,Rank 2,4d6+1,22.74,25.22,26.04,2024-07-05 09:30:11
Steam Archfey,Fey,10,Rank 2,10d6,57.52,58.13,59.98,2024-07-05 09:30:11
Banshee,Undead,2,Rank 2,2d6+1,14.98,11.32,13.8,2024-07-05 09:30:11
Nightmare,Demonic,6,Rank 1,6d4+2,23.96,23.48,24.86,2024-07-05 09:30:11
Kobold Villager,Devilkin,1,Rank 3,1d8+1,8.36,10.5,7.82,2024-07-05 09:30:11
Ghostly Guard,Undead,4,Rank 1,4d4,14.46,16.3,14.45,2024-07-05 09:30:11
Ice Spirit,Fey,9,Rank 0,9d2,18.17,18.53,17.56,2024-07-05 09:30:11
Prince of Fear,Devilkin,4,Rank 0,4d2+1,7.84,7.97,8.99,2024-07-05 09:30:11
Dust Elemental,Elemental,6,Rank 1,6d4,24.43,22.84,24.18,2024-07-05 09:30:11
Spore Spirit,Fey,11,Rank 2,11d6+2,63.64,67.24,65.25,2024-07-05 09:30:11
Brass Wyrmling,Dragon,7,Rank 0,7d2+2,14.51,13.11,13.36,2024-07-05 09:30:11
Lich King,Undead,6,Rank 2,6d6,35.24,38.68,36.38,2024-07-05 09:30:11
Hook Horror,Demonic,6,Rank 2,6d6+1,35.24,35.35,35.79,2024-07-05 09:30:11
Pit Lord,Devilkin,18,Rank 0,18d2+3,36.19,36.39,36.23,2024-07-05 09:30:11
Poltergeist,Undead,3,Rank 2,3d6+3,16.88,17.82,19.86,2024-07-05 09:30:11
Hook Horror,Demonic,8,Rank 0,8d2,15.84,15.73,15.38,2024-07-05 09:30:11
Pit Lord,Devilkin,12,Rank 3,12d8+3,97.2,95.15,96.04,2024-07-05 09:30:11
Black Wyrmling,Dragon,18,Rank 1,18d4+1,71.25,73.19,72.05,2024-07-05 09:30:11
Vampire,Undead,14,Rank 0,14d2+2,28.24,27.27,27.96,2024-07-05 09:30:11
Pit Fiend,Demonic,1,Rank 0,1d2+3,2.56,2.89,1.61,2024-07-05 09:30:11
Incubus,Devilkin,8,Rank 1,8d4+3,33.54,32.34,31.75,2024-07-05 09:30:11
Ghast,Undead,8,Rank 0,8d2,15.82,16.47,15.07,2024-07-05 09:30:11
Hook Horror,Demonic,12,Rank 3,12d8+4,98.02,94.84,93.33,2024-07-05 09:30:11
Succubus,Devilkin,3,Rank 0,3d2+5,5.36,5.17,5.87,2024-07-05 09:30:11
Smoke Elemental,Elemental,4,Rank 2,4d6+2,23.1,25.31,21.32,2024-07-05 09:30:11
Succubus,Devilkin,3,Rank 0,3d2+1,6.72,6.11,5.13,2024-07-05 09:30:11
Mummy,Undead,3,Rank 0,3d2+3,5.09,5.35,6.32,2024-07-05 09:30:11
Imp,Demonic,16,Rank 0,16d2+1,32.03,31.87,31.75,2024-07-05 09:30:11
Pit Lord,Devilkin,11,Rank 3,11d8,85.75,88.52,90.7,2024-07-05 09:30:11
Ruby Wyrmling,Dragon,7,Rank 2,7d6,40.09,41.55,41.08,2024-07-05 09:30:11
Djinni,Elemental,7,Rank 2,7d6+5,43.43,43.11,43.51,2024-07-05 09:30:11
Magma Spirit,Fey,14,Rank 2,14d6,84.31,82.68,82.38,2024-07-05 09:30:11
Sapphire Dragon,Dragon,2,Rank 2,2d6+1,13.05,11.27,10.95,2024-07-05 09:30:11
Steam Elemental,Elemental,11,Rank 0,11d2+2,21.18,22.82,22.64,2024-07-05 09:30:11
Night Hag,Demonic,4,Rank 3,4d8+1,35.91,30.43,34.39,2024-07-05 09:30:11
Faerie Dragon,Dragon,3,Rank 0,3d2+3,6.63,5.1,6.13,2024-07-05 09:30:11
Pit Fiend,Demonic,15,Rank 4,15d10+1,148.43,152.44,146.72,2024-07-05 09:30:11
Flame Devil,Devilkin,2,Rank 3,2d8,16.02,17.36,14.89,2024-07-05 09:30:11
Ghoul,Undead,4,Rank 2,4d6+2,22.33,23.33,22.42,2024-07-05 09:30:11
Balor,Demonic,13,Rank 0,13d2+1,26.78,25.85,26.88,2024-07-05 09:30:11
Emerald Faerie,Fey,11,Rank 1,11d4,44.51,45.08,43.07,2024-07-05 09:30:11
Prince of Fear,Devilkin,10,Rank 2,10d6+3,59.7,61.47,61.24,2024-07-05 09:30:11
Poltergeist,Undead,4,Rank 0,4d2,9.0,8.52,8.49,2024-07-05 09:30:11
Copper Faerie,Fey,9,Rank 2,9d6+3,55.56,56.03,52.33,2024-07-05 09:30:11
Pseudodragon,Dragon,3,Rank 1,3d4,12.73,11.14,11.11,2024-07-05 09:30:11
Dust Elemental,Elemental,13,Rank 0,13d2+2,26.98,26.29,25.52,2024-07-05 09:30:11
Succubus,Devilkin,6,Rank 1,6d4+4,23.63,24.48,23.08,2024-07-05 09:30:11
Djinni,Elemental,4,Rank 2,4d6+2,26.31,21.11,25.51,2024-07-05 09:30:11
Balor,Demonic,6,Rank 4,6d10+2,59.0,63.28,61.39,2024-07-05 09:30:11
Onyx Faerie,Fey,14,Rank 1,14d4,54.05,54.39,57.45,2024-07-05 09:30:11
Green Wyrmling,Dragon,14,Rank 2,14d6,85.84,83.83,84.69,2024-07-05 09:30:11
Smoke Mephit,Elemental,4,Rank 2,4d6+1,25.37,26.58,21.82,2024-07-05 09:30:11
Flame Spirit,Fey,20,Rank 2,20d6+3,121.8,119.05,120.02,2024-07-05 09:30:11
Wight,Undead,2,Rank 0,2d2+5,3.03,4.93,3.42,2024-07-05 09:30:11
Nightmare,Demonic,5,Rank 2,5d6,29.88,31.25,31.65,2024-07-05 09:30:11
Dust Devil,Devilkin,2,Rank 2,2d6+2,13.99,11.44,13.73,2024-07-05 09:30:11
Steam Elemental,Elemental,10,Rank 4,10d10+2,96.86,95.7,101.02,2024-07-05 09:30:11
Prince of Fear,Devilkin,5,Rank 3,5d8+2,43.01,40.21,42.12,2024-07-05 09:30:11
Ghostly Knight,Undead,7,Rank 1,7d4+1,26.9,28.99,28.55,2024-07-05 09:30:11
Efreeti,Elemental,3,Rank 1,3d4+1,11.01,12.81,12.11,2024-07-05 09:30:11
Gold Demon,Demonic,6,Rank 2,6d6+1,37.46,34.36,34.81,2024-07-05 09:30:11
Smoke Devil,Devilkin,11,Rank 4,11d10+4,112.08,110.91,112.65,2024-07-05 09:30:11
Poltergeist,Undead,7,Rank 3,7d8+2,53.44,57.73,56.63,2024-07-05 09:30:11
Night Hag,Demonic,2,Rank 0,2d2+1,3.34,3.63,3.92,2024-07-05 09:30:11
Silver Drake,Dragon,4,Rank 1,4d4+2,14.84,15.88,16.55,2024-07-05 09:30:11
Ghast,Undead,18,Rank 0,18d2+2,36.68,36.16,36.33,2024-07-05 09:30:11
Djinni,Elemental,10,Rank 1,10d4+4,40.49,39.42,40.77,2024-07-05 09:30:11
Pit Fiend,Demonic,9,Rank 3,9d8+3,71.65,71.6,69.63,2024-07-05 09:30:11
Succubus,Devilkin,8,Rank 0,8d2+2,16.52,15.05,16.29,2024-07-05 09:30:11
Faerie Dragon,Dragon,2,Rank 0,2d2,3.31,3.48,4.69,2024-07-05 09:30:11
Mud Mephit,Elemental,11,Rank 2,11d6+3,63.84,63.42,64.15,2024-07-05 09:30:11
Prince of Fear,Devilkin,6,Rank 2,6d6+3,36.28,36.2,35.81,2024-07-05 09:30:11
Emerald Drake,Dragon,11,Rank 1,11d4,44.14,44.36,44.44,2024-07-05 09:30:11
Imp,Demonic,13,Rank 3,13d8+3,105.99,107.22,103.72,2024-07-05 09:30:11
Pit Lord,Devilkin,12,Rank 2,12d6+3,72.52,72.27,69.26,2024-07-05 09:30:11
Efreeti,Elemental,12,Rank 0,12d2,23.38,24.08,23.77,2024-07-05 09:30:11
Spore Spirit,Fey,7,Rank 4,7d10+5,69.04,67.23,69.88,2024-07-05 09:30:11
Wyvern,Dragon,3,Rank 2,3d6+2,19.62,18.47,20.69,2024-07-05 09:30:11
Flame Mephit,Elemental,4,Rank 0,4d2,7.25,8.86,7.35,2024-07-05 09:30:11
Prince of Fear,Devilkin,9,Rank 0,9d2,18.34,18.55,17.2,2024-07-05 09:30:11
Lich King,Undead,3,Rank 3,3d8+2,22.79,23.73,23.59,2024-07-05 09:30:11
Hook Horror,Demonic,3,Rank 3,3d8+3,25.09,23.9,21.76,2024-07-05 09:30:11
Shadow Devil,Devilkin,8,Rank 4,8d10+3,77.24,81.81,81.68,2024-07-05 09:30:11
Revenant,Undead,13,Rank 5,13d12+2,156.55,160.07,157.88,2024-07-05 09:30:11
Djinni,Elemental,7,Rank 0,7d2+3,14.5,14.57,14.79,2024-07-05 09:30:11
Succubus,Devilkin,6,Rank 2,6d6+2,33.71,35.7,38.48,2024-07-05 09:30:11
Ghast,Undead,3,Rank 2,3d6+1,18.0,15.24,17.98,2024-07-05 09:30:11
Black Faerie,Fey,7,Rank 4,7d10+2,67.58,67.02,71.34,2024-07-05 09:30:11
Lich,Undead,6,Rank 1,6d4,24.94,23.8,24.74,2024-07-05 09:30:11
Silver Archfey,Fey,7,Rank 0,7d2+1,13.52,14.15,13.64,2024-07-05 09:30:11
Wyvern,Dragon,4,Rank 1,4d4+2,17.44,15.03,15.94,2024-07-05 09:30:11
Ghoul,Undead,9,Rank 4,9d10+1,87.51,92.13,92.3,2024-07-05 09:30:11
Night Hag,Demonic,17,Rank 0,17d2,34.12,34.39,34.62,2024-07-05 09:30:11
Pseudodragon,Dragon,9,Rank 1,9d4+2,35.1,37.49,37.53,2024-07-05 09:30:11
Smoke Elemental,Elemental,2,Rank 0,2d2,3.41,3.09,3.55,2024-07-05 09:30:11
Nightmare,Demonic,18,Rank 5,18d12+1,220.97,213.18,217.74,2024-07-05 09:30:11
Mud Archfey,Fey,3,Rank 0,3d2,5.02,5.19,5.53,2024-07-05 09:30:11
Wyvern,Dragon,6,Rank 0,6d2+3,12.8,12.45,11.32,2024-07-05 09:30:11
Banshee,Undead,5,Rank 2,5d6+3,30.4,28.2,32.07,2024-07-05 09:30:11
Sapphire Demon,Demonic,14,Rank 2,14d6+4,81.74,86.31,82.58,2024-07-05 09:30:11
Wyvern,Dragon,11,Rank 2,11d6+4,65.16,66.31,68.11,2024-07-05 09:30:11
Poltergeist,Undead,10,Rank 4,10d10+3,98.7,97.53,99.68,2024-07-05 09:30:11
Quasit,Demonic,8,Rank 2,8d6+1,50.93,48.78,48.46,2024-07-05 09:30:11
Goblin Archer,Devilkin,6,Rank 2,6d6+2,35.07,35.35,37.81,2024-07-05 09:30:11
Wyvern,Dragon,12,Rank 1,12d4+1,46.66,48.56,48.88,2024-07-05 09:30:11
Mummy Lord,Undead,4,Rank 2,4d6,24.17,22.8,25.86,2024-07-05 09:30:11
Hook Horror,Demonic,7,Rank 3,7d8+1,57.29,57.3,54.21,2024-07-05 09:30:11
Succubus,Devilkin,3,Rank 0,3d2+4,7.0,6.93,5.15,2024-07-05 09:30:11
Revenant,Undead,7,Rank 1,7d4+4,28.65,29.15,28.59,2024-07-05 09:30:11
Gold Faerie,Fey,3,Rank 1,3d4+2,10.72,12.21,13.77,2024-07-05 09:30:11
Pseudodragon,Dragon,7,Rank 3,7d8+1,57.4,54.26,58.91,2024-07-05 09:30:11
Lich King,Undead,9,Rank 4,9d10,87.75,92.62,90.49,2024-07-05 09:30:11
White Demon,Demonic,2,Rank 3,2d8,16.88,15.4,19.86,2024-07-05 09:30:11
Kobold Guard,Devilkin,2,Rank 1,2d4+3,7.24,6.78,8.44,2024-07-05 09:30:11
Lich King,Undead,3,Rank 0,3d2+4,5.94,6.52,6.01,2024-07-05 09:30:11
Red Archfey,Fey,4,Rank 1,4d4,15.14,15.93,15.66,2024-07-05 09:30:11
Dracolich,Undead,5,Rank 1,5d4+1,20.56,19.75,19.08,2024-07-05 09:30:11
Lightning Archfey,Fey,11,Rank 0,11d2,21.41,21.67,21.02,2024-07-05 09:30:11
Green Dragon,Dragon,11,Rank 2,11d6+1,63.07,65.29,68.71,2024-07-05 09:30:11
Flame Mephit,Elemental,7,Rank 4,7d10+4,66.79,73.87,72.52,2024-07-05 09:30:11
Copper Archfey,Fey,6,Rank 0,6d2+1,11.71,11.2,12.34,2024-07-05 09:30:11
Ghast,Undead,6,Rank 2,6d6,38.03,37.51,36.01,2024-07-05 09:30:11
Mud Mephit,Elemental,14,Rank 0,14d2+2,28.71,28.25,27.51,2024-07-05 09:30:11
Spore Archfey,Fey,3,Rank 3,3d8+5,23.36,21.24,22.77,2024-07-05 09:30:11
Flame Devil,Devilkin,5,Rank 5,5d12+1,55.85,63.76,62.87,2024-07-05 09:30:11
Death Knight,Undead,5,Rank 2,5d6,32.91,29.44,28.38,2024-07-05 09:30:11
Night Hag,Demonic,5,Rank 0,5d2+1,10.65,9.39,9.38,2024-07-05 09:30:11
Pit Lord,Devilkin,12,Rank 4,12d10+2,120.3,122.38,124.88,2024-07-05 09:30:11
Dracolich,Undead,9,Rank 0,9d2,18.42,17.22,18.69,2024-07-05 09:30:11
Sapphire Archfey,Fey,18,Rank 0,18d2,36.7,35.14,36.28,2024-07-05 09:30:11
Emerald Wyrmling,Dragon,5,Rank 1,5d4+3,18.5,21.15,20.62,2024-07-05 09:30:11
Djinni,Elemental,9,Rank 0,9d2,18.3,18.38,17.99,2024-07-05 09:30:11
Hell Hound,Demonic,8,Rank 2,8d6+1,49.18,46.28,48.48,2024-07-05 09:30:11
Incubus,Devilkin,2,Rank 4,2d10,24.77,23.51,18.76,2024-07-05 09:30:11
Djinni,Elemental,10,Rank 5,10d12+2,120.05,123.62,118.66,2024-07-05 09:30:11
Prince of Fear,Devilkin,10,Rank 1,10d4+1,40.26,38.41,40.6,2024-07-05 09:30:11
Wraith,Undead,16,Rank 0,16d2+1,31.07,31.54,32.52,2024-07-05 09:30:11
Copper Demon,Demonic,2,Rank 0,2d2+4,4.29,3.37,3.53,2024-07-05 09:30:11
Succubus,Devilkin,6,Rank 2,6d6+1,36.69,36.39,35.45,2024-07-05 09:30:11
Mummy Lord,Undead,5,Rank 3,5d8+2,40.03,39.19,37.66,2024-07-05 09:30:11
Hook Horror,Demonic,3,Rank 3,3d8,24.59,22.69,22.54,2024-07-05 09:30:11
Red Drake,Dragon,3,Rank 2,3d6+4,18.04,17.39,16.77,2024-07-05 09:30:11
Djinni,Elemental,6,Rank 0,6d2+3,12.37,12.25,12.15,2024-07-05 09:30:11
Platinum Faerie,Fey,1,Rank 5,1d12,7.68,9.67,17.37,2024-07-05 09:30:11
Pseudodragon,Dragon,2,Rank 0,2d2+2,4.57,4.55,4.48,2024-07-05 09:30:11
Hook Horror,Demonic,6,Rank 0,6d2+4,12.29,12.23,12.58,2024-07-05 09:30:11
White Dragon,Dragon,3,Rank 0,3d2+2,6.92,6.35,5.44,2024-07-05 09:30:11
Magma Mephit,Elemental,9,Rank 1,9d4+3,35.21,36.51,35.04,2024-07-05 09:30:11
Sapphire Faerie,Fey,8,Rank 0,8d2+1,16.86,16.4,16.23,2024-07-05 09:30:11
Revenant,Undead,5,Rank 4,5d10,51.85,47.6,48.22,2024-07-05 09:30:11
Hook Horror,Demonic,3,Rank 1,3d4,10.68,11.79,12.59,2024-07-05 09:30:11
Wyvern,Dragon,13,Rank 2,13d6+1,76.52,76.33,76.36,2024-07-05 09:30:11
Djinni,Elemental,4,Rank 2,4d6+1,25.92,23.7,25.53,2024-07-05 09:30:11
Hell Hound,Demonic,16,Rank 2,16d6+1,96.43,95.28,97.1,2024-07-05 09:30:11
Pseudodragon,Dragon,6,Rank 0,6d2+1,12.48,12.15,11.96,2024-07-05 09:30:11
Spore Mephit,Elemental,15,Rank 3,15d8,119.89,119.9,118.81,2024-07-05 09:30:11
Flame Archfey,Fey,9,Rank 3,9d8+5,75.85,73.71,68.95,2024-07-05 09:30:11
Gold Dragon,Dragon,7,Rank 3,7d8,55.16,57.26,56.39,2024-07-05 09:30:11
Shadow Mephit,Elemental,3,Rank 3,3d8+3,27.02,25.91,26.26,2024-07-05 09:30:11
White Faerie,Fey,9,Rank 3,9d8+4,73.71,71.19,74.15,2024-07-05 09:30:11
Lich King,Undead,12,Rank 2,12d6+1,73.83,71.4,71.46,2024-07-05 09:30:11
Spore Spirit,Fey,7,Rank 4,7d10+1,69.43,69.76,68.19,2024-07-05 09:30:11
Goblin Knight,Devilkin,8,Rank 2,8d6+1,49.7,46.76,48.66,2024-07-05 09:30:11
Pseudodragon,Dragon,2,Rank 1,2d4,7.2,7.9,7.48,2024-07-05 09:30:11
Wraith,Undead,16,Rank 3,16d8+3,126.81,127.11,128.65,2024-07-05 09:30:11
Nightmare,Demonic,3,Rank 0,3d2+4,6.09,6.21,6.79,2024-07-05 09:30:11
Succubus,Devilkin,12,Rank 1,12d4+1,47.1,48.76,48.94,2024-07-05 09:30:11
Lich,Undead,5,Rank 1,5d4+2,19.43,21.44,20.22,2024-07-05 09:30:11
Hell Hound,Demonic,2,Rank 2,2d6,14.12,12.19,9.31,2024-07-05 09:30:11
Incubus,Devilkin,8,Rank 2,8d6,48.53,47.78,47.03,2024-07-05 09:30:11
Ghostly Archer,Undead,13,Rank 1,13d4+1,52.05,52.45,53.41,2024-07-05 09:30:11
Lightning Mephit,Elemental,9,Rank 4,9d10+2,85.87,89.86,89.65,2024-07-05 09:30:11
Sapphire Faerie,Fey,1,Rank 1,1d4+2,2.5,3.7,4.36,2024-07-05 09:30:11
Faerie Dragon,Dragon,7,Rank 1,7d4,26.89,27.82,26.71,2024-07-05 09:30:11
Djinni,Elemental,6,Rank 0,6d2+1,11.33,11.67,12.56,2024-07-05 09:30:11
Flame Devil,Devilkin,10,Rank 1,10d4+2,40.75,40.76,41.68,2024-07-05 09:30:11
Djinni,Elemental,7,Rank 1,7d4,27.85,29.13,28.81,2024-07-05 09:30:11
Green Faerie,Fey,8,Rank 2,8d6,49.8,48.06,46.78,2024-07-05 09:30:11
Dracolich,Undead,6,Rank 1,6d4+3,23.35,23.12,24.25,2024-07-05 09:30:11
White Archfey,Fey,4,Rank 1,4d4+2,17.53,16.94,16.4,2024-07-05 09:30:11
Faerie Dragon,Dragon,5,Rank 0,5d2+3,9.51,10.08,9.01,2024-07-05 09:30:11
Shadow Elemental,Elemental,2,Rank 0,2d2+2,4.77,3.92,4.4,2024-07-05 09:30:11
Onyx Demon,Demonic,1,Rank 2,1d6,3.57,7.97,8.78,2024-07-05 09:30:11
Lightning Spirit,Fey,9,Rank 1,9d4+1,34.05,34.63,37.26,2024-07-05 09:30:11
Wyvern,Dragon,4,Rank 1,4d4+5,14.57,16.98,16.15,2024-07-05 09:30:11
Efreeti,Elemental,12,Rank 0,12d2+2,23.75,24.4,23.96,2024-07-05 09:30:11
Magma Archfey,Fey,11,Rank 0,11d2,22.55,21.56,22.34,2024-07-05 09:30:11
Ghoul,Undead,10,Rank 1,10d4,41.31,38.9,40.92,2024-07-05 09:30:11
Steam Spirit,Fey,4,Rank 0,4d2+3,8.19,8.04,7.29,2024-07-05 09:30:11
Faerie Dragon,Dragon,13,Rank 0,13d2+2,26.47,25.29,25.61,2024-07-05 09:30:11
Ghoul,Undead,9,Rank 3,9d8+2,70.38,68.25,70.89,2024-07-05 09:30:11
Balor,Demonic,2,Rank 2,2d6+1,11.17,13.04,10.57,2024-07-05 09:30:11
Flame Devil,Devilkin,7,Rank 2,7d6,43.93,40.04,40.4,2024-07-05 09:30:11
Revenant,Undead,9,Rank 5,9d12,105.78,102.82,105.3,2024-07-05 09:30:11
Djinni,Elemental,6,Rank 0,6d2+2,11.27,11.63,12.79,2024-07-05 09:30:11
Goblin Mage,Devilkin,2,Rank 0,2d2+1,4.01,4.29,4.52,2024-07-05 09:30:11
Banshee,Undead,12,Rank 2,12d6+2,69.54,71.25,69.55,2024-07-05 09:30:11
Diamond Archfey,Fey,7,Rank 0,7d2+3,13.6,14.22,13.38,2024-07-05 09:30:11
Black Wyrmling,Dragon,13,Rank 2,13d6,77.54,77.82,75.05,2024-07-05 09:30:11
Hell Hound,Demonic,9,Rank 2,9d6+2,54.2,52.39,55.61,2024-07-05 09:30:11
Pseudodragon,Dragon,4,Rank 1,4d4,15.88,17.8,16.23,2024-07-05 09:30:11
Efreeti,Elemental,8,Rank 0,8d2,16.15,15.67,15.0,2024-07-05 09:30:11
Shadow Archfey,Fey,1,Rank 5,1d12+1,16.38,11.39,16.97,2024-07-05 09:30:11
Demilich,Undead,13,Rank 1,13d4+1,53.19,51.43,53.26,2024-07-05 09:30:11
Quasit,Demonic,6,Rank 1,6d4+2,22.66,24.76,24.06,2024-07-05 09:30:11
Incubus,Devilkin,9,Rank 0,9d2,17.38,18.71,18.83,2024-07-05 09:30:11
Skeletal Villager,Undead,4,Rank 2,4d6,25.51,23.88,23.69,2024-07-05 09:30:11
Hell Hound,Demonic,11,Rank 2,11d6,65.17,68.02,67.39,2024-07-05 09:30:11
Lightning Spirit,Fey,7,Rank 4,7d10,73.44,68.46,69.11,2024-07-05 09:30:11
